pdb_code,dataset,label
MANY-3d6n_2,MANY,1
MANY-3d7c_1,MANY,0
MANY-3d7e_1,MANY,1
MANY-3d7l_4,MANY,1
MANY-3d7n_2,MANY,1
MANY-3d8r_1,MANY,0
MANY-3dao_1,MANY,0
MANY-3daq_1,MANY,1
MANY-3db0_1,MANY,1
MANY-3db2_1,MANY,1
MANY-3dbi_1,MANY,1
MANY-3dbx_1,MANY,1
MANY-3dc5_2,MANY,1
MANY-3dcg_2,MANY,1
MANY-3dd6_1,MANY,1
MANY-3ddd_1,MANY,0
MANY-3dde_1,MANY,1
MANY-3ddj_1,MANY,0
MANY-3deb_2,MANY,0
MANY-3df7_1,MANY,0
MANY-3dfc_1,MANY,0
MANY-3dfe_1,MANY,1
MANY-3dfh_2,MANY,1
MANY-3dfh_3,MANY,1
MANY-3dfh_7,MANY,1
MANY-3dgp_2,MANY,0
MANY-3dkz_2,MANY,1
MANY-3dlc_1,MANY,0
MANY-3dlo_1,MANY,1
MANY-3dmb_3,MANY,1
MANY-3dmt_1,MANY,1
MANY-3dmy_3,MANY,0
MANY-3dnp_2,MANY,0
MANY-3doc_2,MANY,1
MANY-3doc_4,MANY,1
MANY-3doc_6,MANY,1
MANY-3don_1,MANY,0
MANY-3dpi_1,MANY,1
MANY-3dqp_2,MANY,0
MANY-3dr8_1,MANY,1
MANY-3drz_3,MANY,1
MANY-3dsm_1,MANY,0
MANY-3dty_2,MANY,1
MANY-3dty_5,MANY,0
MANY-3duw_1,MANY,1
MANY-3dvi_1,MANY,1
MANY-3dvw_1,MANY,0
MANY-3dwo_1,MANY,0
MANY-3dxf_1,MANY,0
MANY-3dxi_1,MANY,1
MANY-3dxy_1,MANY,0
MANY-3dze_1,MANY,0
MANY-3dzx_2,MANY,0
MANY-3e03_2,MANY,1
MANY-3e04_6,MANY,1
MANY-3e0h_1,MANY,0
MANY-3e1e_2,MANY,1
MANY-3e1s_1,MANY,0
MANY-3e1t_1,MANY,0
MANY-3e24_1,MANY,1
MANY-3e29_2,MANY,1
MANY-3e2i_1,MANY,1
MANY-3e2i_2,MANY,1
MANY-3e35_2,MANY,0
MANY-3e3v_1,MANY,0
MANY-3e4p_2,MANY,0
MANY-3e4r_1,MANY,0
MANY-3e53_1,MANY,0
MANY-3e5n_1,MANY,1
MANY-3e5r_1,MANY,1
MANY-3e5r_3,MANY,1
MANY-3e5y_1,MANY,1
MANY-3e61_1,MANY,1
MANY-3e6r_3,MANY,1
MANY-3e7l_2,MANY,1
MANY-3e7p_2,MANY,0
MANY-3e7w_1,MANY,0
MANY-3e7y_2,MANY,1
MANY-3e7z_2,MANY,1
MANY-3e82_1,MANY,1
MANY-3e8h_1,MANY,1
MANY-3e8p_2,MANY,1
MANY-3e96_1,MANY,1
MANY-3e97_1,MANY,1
MANY-3e99_1,MANY,1
MANY-3e9a_2,MANY,1
MANY-3e9c_2,MANY,0
MANY-3e9l_2,MANY,0
MANY-3e9n_4,MANY,1
MANY-3e9o_1,MANY,0
MANY-3e9q_1,MANY,1
MANY-3eay_1,MANY,0
MANY-3eb2_2,MANY,1
MANY-3eb7_5,MANY,0
MANY-3eby_2,MANY,1
MANY-3ec1_1,MANY,0
MANY-3ec6_1,MANY,1
MANY-3ec6_2,MANY,0
MANY-3ec7_1,MANY,1
MANY-3ech_1,MANY,1
MANY-3ed5_1,MANY,0
MANY-3edm_2,MANY,1
MANY-3edn_1,MANY,0
MANY-3edy_1,MANY,0
MANY-3ef1_1,MANY,0
MANY-3egc_1,MANY,1
MANY-3eh1_1,MANY,0
MANY-3eh2_4,MANY,0
MANY-3ehe_2,MANY,1
MANY-3ein_1,MANY,1
MANY-3eiv_4,MANY,1
MANY-3ejf_1,MANY,0
MANY-3ejk_1,MANY,1
MANY-3ek2_1,MANY,1
MANY-3ek2_4,MANY,1
MANY-3elb_2,MANY,0
MANY-3elp_1,MANY,1
MANY-3elw_1,MANY,0
MANY-3elx_1,MANY,0
MANY-3emc_1,MANY,0
MANY-3emu_1,MANY,0
MANY-3emv_3,MANY,0
MANY-3enk_1,MANY,1
MANY-3enn_3,MANY,1
MANY-3enq_1,MANY,1
MANY-3eo7_1,MANY,0
MANY-3eoe_1,MANY,1
MANY-3eoe_5,MANY,1
MANY-3eoi_1,MANY,0
MANY-3eoq_1,MANY,1
MANY-3ep0_1,MANY,0
MANY-3epr_1,MANY,1
MANY-3eqa_1,MANY,0
MANY-3erb_1,MANY,0
MANY-3etu_2,MANY,0
MANY-3etw_1,MANY,0
MANY-3euw_2,MANY,1
MANY-3evc_1,MANY,0
MANY-3evn_1,MANY,1
MANY-3evn_2,MANY,0
MANY-3evt_2,MANY,0
MANY-3ew1_7,MANY,1
MANY-3ewb_1,MANY,1
MANY-3ewl_1,MANY,0
MANY-3ex7_5,MANY,1
MANY-3exr_1,MANY,1
MANY-3exx_1,MANY,1
MANY-3ey5_1,MANY,0
MANY-3eye_1,MANY,0
MANY-3eyy_1,MANY,1
MANY-3eyy_2,MANY,0
MANY-3ezl_1,MANY,1
MANY-3ezo_1,MANY,0
MANY-3ezy_2,MANY,1
MANY-3f02_3,MANY,0
MANY-3f04_1,MANY,0
MANY-3f0e_2,MANY,1
MANY-3f0y_5,MANY,1
MANY-3f1c_1,MANY,1
MANY-3f1c_2,MANY,0
MANY-3f1t_2,MANY,1
MANY-3f2v_1,MANY,1
MANY-3f3s_2,MANY,0
MANY-3f3x_2,MANY,0
MANY-3f4b_1,MANY,1
MANY-3f4b_4,MANY,1
MANY-3f4f_3,MANY,1
MANY-3f4l_1,MANY,1
MANY-3f4w_1,MANY,1
MANY-3f6f_1,MANY,1
MANY-3f6k_1,MANY,0
MANY-3f70_1,MANY,0
MANY-3f7c_2,MANY,0
MANY-3f7d_1,MANY,0
MANY-3f7e_1,MANY,1
MANY-3f7r_2,MANY,0
MANY-3f7w_2,MANY,0
MANY-3f81_1,MANY,0
MANY-3f8k_1,MANY,0
MANY-3f8l_2,MANY,1
MANY-3f8t_1,MANY,0
MANY-3f98_3,MANY,0
MANY-3f9i_2,MANY,1
MANY-3f9r_3,MANY,0
MANY-3fay_1,MANY,0
MANY-3fbu_1,MANY,1
MANY-3fbx_2,MANY,0
MANY-3fce_1,MANY,0
MANY-3fd3_1,MANY,1
MANY-3fd8_3,MANY,1
MANY-3fdb_2,MANY,0
MANY-3fdu_3,MANY,1
MANY-3fdx_1,MANY,1
MANY-3feu_1,MANY,0
MANY-3ff9_1,MANY,0
MANY-3ffa_1,MANY,0
MANY-3ffe_1,MANY,0
MANY-3fg9_1,MANY,1
MANY-3fhd_1,MANY,0
MANY-3fhl_2,MANY,1
MANY-3fht_1,MANY,0
MANY-3fhw_1,MANY,1
MANY-3fhw_2,MANY,0
MANY-3fi8_1,MANY,0
MANY-3fi9_1,MANY,1
MANY-3fia_1,MANY,0
MANY-3fj1_2,MANY,1
MANY-3fj1_3,MANY,0
MANY-3fkc_1,MANY,1
MANY-3fkk_1,MANY,1
MANY-3fli_1,MANY,0
MANY-3flj_2,MANY,0
MANY-3flu_2,MANY,1
MANY-3fm0_1,MANY,0
MANY-3fnr_1,MANY,0
MANY-3foc_1,MANY,1
MANY-3fp0_1,MANY,0
MANY-3fp3_1,MANY,0
MANY-3fq3_11,MANY,1
MANY-3fq6_1,MANY,1
MANY-3fq9_1,MANY,1
MANY-3fq9_3,MANY,1
MANY-3fqg_1,MANY,0
MANY-3fql_1,MANY,0
MANY-3fqs_1,MANY,0
MANY-3fri_1,MANY,0
MANY-3frn_1,MANY,0
MANY-3frr_1,MANY,0
MANY-3fru_3,MANY,1
MANY-3fs2_2,MANY,1
MANY-3fs5_1,MANY,0
MANY-3ft7_1,MANY,1
MANY-3ftb_2,MANY,1
MANY-3fto_1,MANY,0
MANY-3ftp_1,MANY,1
MANY-3fuq_1,MANY,0
MANY-3fuu_1,MANY,0
MANY-3fvb_1,MANY,1
MANY-3fvz_1,MANY,0
MANY-3fwt_1,MANY,1
MANY-3fwy_1,MANY,1
MANY-3fwy_2,MANY,0
MANY-3fxq_1,MANY,1
MANY-3fym_1,MANY,0
MANY-3fze_1,MANY,0
MANY-3g06_2,MANY,0
MANY-3g0m_1,MANY,0
MANY-3g0z_1,MANY,0
MANY-3g13_2,MANY,0
MANY-3g14_1,MANY,1
MANY-3g1e_1,MANY,1
MANY-3g23_1,MANY,1
MANY-3g25_2,MANY,1
MANY-3g39_1,MANY,0
MANY-3g3o_1,MANY,0
MANY-3g40_2,MANY,0
MANY-3g5b_1,MANY,0
MANY-3g5w_6,MANY,1
MANY-3g64_2,MANY,1
MANY-3g7p_2,MANY,0
MANY-3g7q_1,MANY,1
MANY-3g7u_1,MANY,0
MANY-3g85_1,MANY,1
MANY-3ga1_1,MANY,1
MANY-3gaf_4,MANY,1
MANY-3gan_2,MANY,0
MANY-3gaq_1,MANY,0
MANY-3gb0_2,MANY,0
MANY-3gbl_1,MANY,0
MANY-3gbt_1,MANY,1
MANY-3gbx_2,MANY,0
MANY-3gc8_2,MANY,0
MANY-3gd5_3,MANY,1
MANY-3gde_1,MANY,0
MANY-3gdg_3,MANY,1
MANY-3gdo_1,MANY,1
MANY-3gdw_1,MANY,1
MANY-3ge4_14,MANY,1
MANY-3ge4_5,MANY,1
MANY-3ged_3,MANY,1
MANY-3gek_2,MANY,1
MANY-3gem_2,MANY,1
MANY-3gfl_2,MANY,0
MANY-3gfo_1,MANY,0
MANY-3gfr_2,MANY,1
MANY-3gfv_2,MANY,0
MANY-3gg4_1,MANY,1
MANY-3ggy_1,MANY,0
MANY-3ghj_1,MANY,1
MANY-3ghz_1,MANY,1
MANY-3gir_1,MANY,0
MANY-3gjy_1,MANY,0
MANY-3gjz_1,MANY,1
MANY-3gk3_2,MANY,1
MANY-3gk6_1,MANY,0
MANY-3gkb_1,MANY,1
MANY-3gkb_4,MANY,0
MANY-3gkk_1,MANY,0
MANY-3gm5_2,MANY,0
MANY-3gm8_2,MANY,0
MANY-3gmf_1,MANY,0
MANY-3gmi_1,MANY,0
MANY-3gnf_1,MANY,0
MANY-3gnn_1,MANY,1
MANY-3go9_1,MANY,0
MANY-3gon_1,MANY,0
MANY-3gpi_1,MANY,0
MANY-3gpt_11,MANY,1
MANY-3gpt_14,MANY,1
MANY-3gpt_35,MANY,1
MANY-3gpt_36,MANY,1
MANY-3gpt_40,MANY,1
MANY-3gpt_42,MANY,1
MANY-3gpt_49,MANY,1
MANY-3gr6_2,MANY,1
MANY-3gr6_3,MANY,1
MANY-3gre_1,MANY,0
MANY-3grf_1,MANY,1
MANY-3grk_4,MANY,1
MANY-3grk_5,MANY,1
MANY-3grl_2,MANY,0
MANY-3gsd_9,MANY,1
MANY-3gt7_1,MANY,0
MANY-3gtd_3,MANY,1
MANY-3guc_1,MANY,1
MANY-3gue_1,MANY,0
MANY-3guy_1,MANY,1
MANY-3guz_1,MANY,1
MANY-3gv0_1,MANY,1
MANY-3gvc_2,MANY,1
MANY-3gvg_1,MANY,1
MANY-3gw2_1,MANY,1
MANY-3gwn_1,MANY,1
MANY-3gwy_3,MANY,0
MANY-3gx1_1,MANY,1
MANY-3gxb_1,MANY,0
MANY-3gy1_2,MANY,1
MANY-3gy1_4,MANY,1
MANY-3gyb_1,MANY,1
MANY-3gzc_2,MANY,0
MANY-3gzi_2,MANY,0
MANY-3gzs_1,MANY,0
MANY-3gzy_1,MANY,1
MANY-3gzy_2,MANY,1
MANY-3gzy_3,MANY,1
MANY-3h02_6,MANY,1
MANY-3h07_1,MANY,1
MANY-3h0n_2,MANY,0
MANY-3h0u_1,MANY,1
MANY-3h13_1,MANY,1
MANY-3h13_2,MANY,0
MANY-3h1d_1,MANY,0
MANY-3h1e_1,MANY,0
MANY-3h1n_1,MANY,1
MANY-3h1s_1,MANY,1
MANY-3h1t_1,MANY,0
MANY-3h2y_2,MANY,0
MANY-3h38_1,MANY,0
MANY-3h4s_2,MANY,0
MANY-3h5o_1,MANY,1
MANY-3h5q_1,MANY,1
MANY-3h5y_1,MANY,0
MANY-3h6i_20,MANY,1
MANY-3h6x_1,MANY,1
MANY-3h74_1,MANY,1
MANY-3h7a_2,MANY,1
MANY-3h84_4,MANY,0
MANY-3h8f_2,MANY,1
MANY-3h8f_4,MANY,1
MANY-3h8k_1,MANY,1
MANY-3h93_1,MANY,0
MANY-3h9e_1,MANY,1
MANY-3h9e_3,MANY,1
MANY-3h9e_4,MANY,1
MANY-3h9m_1,MANY,0
MANY-3ha2_1,MANY,1
MANY-3hak_1,MANY,0
MANY-3hb4_2,MANY,0
MANY-3hba_1,MANY,1
MANY-3hbf_1,MANY,0
MANY-3hbn_1,MANY,0
MANY-3hbz_2,MANY,0
MANY-3hc1_1,MANY,0
MANY-3hc7_1,MANY,0
MANY-3hcw_1,MANY,1
MANY-3hd4_1,MANY,0
MANY-3hdc_2,MANY,0
MANY-3hdx_1,MANY,0
MANY-3he2_3,MANY,1
MANY-3he8_1,MANY,1
MANY-3hfn_2,MANY,1
MANY-3hfw_1,MANY,0
MANY-3hg0_1,MANY,1
MANY-3hgm_3,MANY,1
MANY-3hh2_3,MANY,1
MANY-3hhe_1,MANY,1
MANY-3hhf_1,MANY,1
MANY-3hi0_2,MANY,0
MANY-3hin_2,MANY,1
MANY-3hja_2,MANY,1
MANY-3hja_4,MANY,1
MANY-3hje_1,MANY,0
MANY-3hjh_1,MANY,0
MANY-3hjl_1,MANY,0
MANY-3hjw_1,MANY,1
MANY-3hkm_1,MANY,0
MANY-3hko_1,MANY,0
MANY-3hkx_1,MANY,1
MANY-3hl0_1,MANY,1
MANY-3hl1_1,MANY,0
MANY-3hlz_2,MANY,0
MANY-3hm6_1,MANY,0
MANY-3hms_1,MANY,0
MANY-3hmu_2,MANY,0
MANY-3hnc_1,MANY,1
MANY-3hnc_2,MANY,0
MANY-3ho7_1,MANY,1
MANY-3hoi_1,MANY,1
MANY-3hol_1,MANY,0
MANY-3hpa_2,MANY,0
MANY-3hq4_3,MANY,1
MANY-3hq4_6,MANY,1
MANY-3hq5_1,MANY,0
MANY-3hq7_1,MANY,1
MANY-3hqc_1,MANY,0
MANY-3hqj_1,MANY,1
MANY-3hr8_1,MANY,0
MANY-3hrd_12,MANY,0
MANY-3hrx_5,MANY,1
MANY-3hs3_1,MANY,1
MANY-3hs8_1,MANY,0
MANY-3hsk_1,MANY,1
MANY-3htv_1,MANY,1
MANY-3hu3_4,MANY,0
MANY-3huu_2,MANY,1
MANY-3hv0_1,MANY,1
MANY-3hv8_1,MANY,0
MANY-3hvo_1,MANY,0
MANY-3hwr_2,MANY,0
MANY-3hww_4,MANY,0
MANY-3hx6_2,MANY,0
MANY-3hxl_1,MANY,0
MANY-3hxy_1,MANY,0
MANY-3hy2_3,MANY,1
MANY-3hyh_2,MANY,0
MANY-3hyk_3,MANY,1
MANY-3hz6_1,MANY,1
MANY-3hz6_2,MANY,0
MANY-3hzz_2,MANY,1
MANY-3i1a_1,MANY,0
MANY-3i1j_1,MANY,1
MANY-3i1j_2,MANY,0
MANY-3i24_1,MANY,1
MANY-3i2n_1,MANY,0
MANY-3i2v_1,MANY,0
MANY-3i36_1,MANY,0
MANY-3i3f_2,MANY,1
MANY-3i3o_6,MANY,1
MANY-3i3z_1,MANY,1
MANY-3i40_1,MANY,1
MANY-3i4f_1,MANY,1
MANY-3i4f_4,MANY,1
MANY-3i4q_2,MANY,1
MANY-3i4s_1,MANY,1
MANY-3i4t_1,MANY,1
MANY-3i6p_1,MANY,1
MANY-3i7t_1,MANY,1
MANY-3i83_2,MANY,0
MANY-3i8b_1,MANY,1
MANY-3i8r_2,MANY,0
MANY-3i8s_4,MANY,0
MANY-3i8u_1,MANY,0
MANY-3i93_1,MANY,1
MANY-3i96_2,MANY,1
MANY-3i99_1,MANY,0
MANY-3i9y_1,MANY,0
MANY-3iay_1,MANY,0
MANY-3ibd_1,MANY,0
MANY-3ibw_1,MANY,1
MANY-3ibx_1,MANY,1
MANY-3ic4_1,MANY,0
MANY-3icc_1,MANY,1
MANY-3icl_1,MANY,0
MANY-3idf_1,MANY,1
MANY-3ieb_3,MANY,1
MANY-3ied_1,MANY,0
MANY-3iee_1,MANY,0
MANY-3ifa_5,MANY,1
MANY-3ife_2,MANY,0
MANY-3ifr_1,MANY,1
MANY-3ifv_3,MANY,1
MANY-3igh_2,MANY,0
MANY-3igq_4,MANY,1
MANY-3igr_2,MANY,1
MANY-3ihs_1,MANY,0
MANY-3iid_1,MANY,0
MANY-3iie_1,MANY,1
MANY-3ij3_1,MANY,1
MANY-3ij3_2,MANY,1
MANY-3ijp_2,MANY,1
MANY-3ijp_3,MANY,1
MANY-3ik7_1,MANY,1
MANY-3ilg_2,MANY,1
MANY-3ilk_2,MANY,0
MANY-3ils_1,MANY,0
MANY-3ilw_1,MANY,1
MANY-3im2_1,MANY,0
MANY-3im4_1,MANY,1
MANY-3im9_1,MANY,0
MANY-3imf_3,MANY,1
MANY-3in6_1,MANY,1
MANY-3ina_2,MANY,0
MANY-3inc_2,MANY,1
MANY-3inn_1,MANY,1
MANY-3inp_1,MANY,1
MANY-3io3_2,MANY,0
MANY-3ip1_1,MANY,1
MANY-3ip3_3,MANY,1
MANY-3ipf_1,MANY,1
MANY-3ipi_1,MANY,1
MANY-3ipi_2,MANY,0
MANY-3ipk_1,MANY,0
MANY-3iq1_1,MANY,1
MANY-3iq1_6,MANY,1
MANY-3iqt_1,MANY,0
MANY-3ir0_10,MANY,1
MANY-3irz_1,MANY,0
MANY-3is6_2,MANY,0
MANY-3is7_9,MANY,1
MANY-3isa_4,MANY,1
MANY-3isg_1,MANY,0
MANY-3iso_1,MANY,1
MANY-3isq_2,MANY,0
MANY-3isx_2,MANY,0
MANY-3isz_2,MANY,0
MANY-3itd_1,MANY,1
MANY-3itq_2,MANY,0
MANY-3iu0_1,MANY,0
MANY-3iuk_1,MANY,0
MANY-3iv7_1,MANY,1
MANY-3iwa_1,MANY,1
MANY-3iwt_2,MANY,1
MANY-3iwv_2,MANY,1
MANY-3ixq_4,MANY,1
MANY-3jpx_1,MANY,0
MANY-3jq0_2,MANY,0
MANY-3jrq_1,MANY,1
MANY-3js3_2,MANY,1
MANY-3js4_1,MANY,1
MANY-3js6_1,MANY,0
MANY-3js8_1,MANY,0
MANY-3jst_1,MANY,1
MANY-3jsz_1,MANY,0
MANY-3jtf_2,MANY,0
MANY-3jtm_2,MANY,0
MANY-3jtw_1,MANY,1
MANY-3ju2_2,MANY,0
MANY-3jv7_2,MANY,1
MANY-3jv9_1,MANY,1
MANY-3jvd_1,MANY,1
MANY-3jvg_2,MANY,1
MANY-3jvm_2,MANY,0
MANY-3jwh_1,MANY,0
MANY-3jx9_2,MANY,0
MANY-3jxf_1,MANY,0
MANY-3jxg_2,MANY,0
MANY-3jzb_1,MANY,0
MANY-3jzd_1,MANY,1
MANY-3k01_1,MANY,0
MANY-3k0b_1,MANY,0
MANY-3k0o_1,MANY,0
MANY-3k0t_3,MANY,1
MANY-3k0x_1,MANY,0
MANY-3k0y_1,MANY,0
MANY-3k12_2,MANY,1
MANY-3k1d_1,MANY,0
MANY-3k1m_3,MANY,1
MANY-3k1t_2,MANY,0
MANY-3k1u_1,MANY,0
MANY-3k1z_1,MANY,0
MANY-3k29_1,MANY,0
MANY-3k2e_1,MANY,1
MANY-3k2e_2,MANY,1
MANY-3k2l_2,MANY,0
MANY-3k3p_1,MANY,1
MANY-3k4i_2,MANY,1
MANY-3k50_1,MANY,0
MANY-3k5j_1,MANY,0
MANY-3k6j_1,MANY,0
MANY-3k6w_1,MANY,0
MANY-3k6y_1,MANY,0
MANY-3k7n_1,MANY,0
MANY-3k7p_1,MANY,1
MANY-3k7u_1,MANY,1
MANY-3k8i_1,MANY,0
MANY-3k8z_2,MANY,1
MANY-3k8z_7,MANY,1
MANY-3k92_1,MANY,1
MANY-3k92_8,MANY,1
MANY-3k94_1,MANY,1
MANY-3k9c_1,MANY,1
MANY-3ka7_1,MANY,0
MANY-3kao_2,MANY,0
MANY-3kb3_1,MANY,1
MANY-3kc2_2,MANY,0
MANY-3kdj_1,MANY,1
MANY-3kdw_2,MANY,0
MANY-3ke4_1,MANY,1
MANY-3kev_1,MANY,0
MANY-3kew_1,MANY,0
MANY-3kg4_1,MANY,0
MANY-3kgb_1,MANY,1
MANY-3kgy_1,MANY,1
MANY-3kiz_1,MANY,1
MANY-3kjf_2,MANY,1
MANY-3kjj_7,MANY,1
MANY-3kk8_1,MANY,0
MANY-3kkb_3,MANY,0
MANY-3kke_2,MANY,1
MANY-3kkr_1,MANY,1
MANY-3kku_1,MANY,0
MANY-3kkw_2,MANY,0
MANY-3kl6_1,MANY,1
MANY-3kll_1,MANY,0
MANY-3klu_1,MANY,0
MANY-3km3_1,MANY,1
MANY-3km8_1,MANY,0
MANY-3kmq_1,MANY,0
MANY-3kmt_1,MANY,1
MANY-3kn6_2,MANY,0
MANY-3ko5_2,MANY,1
MANY-3koj_1,MANY,1
MANY-3kom_2,MANY,0
MANY-3kpa_2,MANY,0
MANY-3kq0_1,MANY,0
MANY-3kq6_1,MANY,1
MANY-3kqf_5,MANY,1
MANY-3kqx_16,MANY,1
MANY-3kqx_5,MANY,1
MANY-3kro_2,MANY,1
MANY-3krs_1,MANY,1
MANY-3ktg_3,MANY,1
MANY-3kty_1,MANY,1
MANY-3kuq_1,MANY,0
MANY-3kv4_2,MANY,0
MANY-3kv5_1,MANY,0
MANY-3kv8_1,MANY,1
MANY-3kv9_2,MANY,0
MANY-3kvo_1,MANY,1
MANY-3kvt_1,MANY,1
MANY-3kwl_1,MANY,0
MANY-3kwm_1,MANY,1
MANY-3kx6_2,MANY,1
MANY-3kx6_3,MANY,1
MANY-3kxo_1,MANY,1
MANY-3kxq_1,MANY,1
MANY-3ky8_1,MANY,1
MANY-3kya_2,MANY,0
MANY-3kyc_3,MANY,0
MANY-3kzv_2,MANY,1
MANY-3l02_1,MANY,1
MANY-3l07_1,MANY,1
MANY-3l0j_1,MANY,0
MANY-3l11_1,MANY,0
MANY-3l21_4,MANY,0
MANY-3l2a_1,MANY,0
MANY-3l33_5,MANY,1
MANY-3l3f_1,MANY,0
MANY-3l3s_2,MANY,1
MANY-3l3t_5,MANY,1
MANY-3l4c_1,MANY,0
MANY-3l4o_2,MANY,1
MANY-3l5a_1,MANY,0
MANY-3l5i_1,MANY,0
MANY-3l5k_1,MANY,0
MANY-3l6a_1,MANY,0
MANY-3l6e_3,MANY,1
MANY-3l6t_2,MANY,0
MANY-3l6x_2,MANY,0
MANY-3l77_1,MANY,1
MANY-3l7o_1,MANY,1
MANY-3l81_1,MANY,0
MANY-3l8a_2,MANY,0
MANY-3l8u_1,MANY,1
MANY-3l95_3,MANY,0
MANY-3l9c_1,MANY,1
MANY-3l9z_1,MANY,1
MANY-3la7_1,MANY,1
MANY-3lac_1,MANY,1
MANY-3lac_3,MANY,1
MANY-3laf_1,MANY,0
MANY-3lao_3,MANY,1
MANY-3lb5_2,MANY,1
MANY-3lbb_1,MANY,1
MANY-3lc3_2,MANY,1
MANY-3lcc_3,MANY,0
MANY-3lcm_1,MANY,1
MANY-3lcu_1,MANY,0
MANY-3ld3_3,MANY,1
MANY-3ldd_1,MANY,1
MANY-3ldu_1,MANY,0
MANY-3ldv_1,MANY,1
MANY-3ler_2,MANY,1
MANY-3lew_1,MANY,0
MANY-3lf1_3,MANY,1
MANY-3lfh_1,MANY,1
MANY-3lfu_1,MANY,0
MANY-3lhh_1,MANY,0
MANY-3lho_1,MANY,0
MANY-3lij_1,MANY,0
MANY-3lin_3,MANY,1
MANY-3lio_1,MANY,1
MANY-3liu_1,MANY,0
MANY-3ljq_1,MANY,1
MANY-3lkd_1,MANY,0
MANY-3lke_2,MANY,1
MANY-3ll7_1,MANY,0
MANY-3lm5_2,MANY,0
MANY-3lmd_1,MANY,1
MANY-3lnb_1,MANY,0
MANY-3lnt_2,MANY,0
MANY-3lnv_1,MANY,0
MANY-3lo0_1,MANY,1
MANY-3lom_1,MANY,1
MANY-3lop_1,MANY,0
MANY-3lp5_1,MANY,0
MANY-3lp6_3,MANY,1
MANY-3lp6_5,MANY,1
MANY-3lp6_9,MANY,1
MANY-3lpz_1,MANY,0
MANY-3lq6_1,MANY,1
MANY-3lq6_2,MANY,0
MANY-3lqh_2,MANY,0
MANY-3lqk_3,MANY,1
MANY-3lqw_1,MANY,1
MANY-3lr2_1,MANY,1
MANY-3lru_2,MANY,0
MANY-3ls8_2,MANY,0
MANY-3lsn_1,MANY,1
MANY-3lsz_1,MANY,1
MANY-3lti_1,MANY,0
MANY-3luu_1,MANY,0
MANY-3luz_1,MANY,1
MANY-3lvs_2,MANY,0
MANY-3lvv_1,MANY,0
MANY-3lvy_1,MANY,1
MANY-3lwb_1,MANY,1
MANY-3lwd_2,MANY,0
MANY-3lwg_1,MANY,1
MANY-3lwj_2,MANY,0
MANY-3lwz_2,MANY,1
MANY-3lwz_6,MANY,1
MANY-3ly1_1,MANY,1
MANY-3lya_3,MANY,0
MANY-3lyk_1,MANY,1
MANY-3lyl_2,MANY,1
MANY-3lyn_2,MANY,0
MANY-3lzx_1,MANY,1
MANY-3m07_1,MANY,0
MANY-3m0b_1,MANY,0
MANY-3m0g_1,MANY,1
MANY-3m1e_1,MANY,1
MANY-3m1m_3,MANY,0
MANY-3m1u_2,MANY,0
MANY-3m2t_2,MANY,1
MANY-3m31_3,MANY,0
MANY-3m3p_1,MANY,0
MANY-3m4s_4,MANY,1
MANY-3m4y_1,MANY,0
MANY-3m5b_1,MANY,1
MANY-3m5w_1,MANY,1
MANY-3m63_1,MANY,0
MANY-3m66_2,MANY,0
MANY-3m6c_1,MANY,0
MANY-3m6f_1,MANY,0
MANY-3m6h_1,MANY,0
MANY-3m6n_3,MANY,1
MANY-3m73_2,MANY,0
MANY-3m7a_1,MANY,0
MANY-3m7d_1,MANY,0
MANY-3m7n_3,MANY,1
MANY-3m7q_1,MANY,1
MANY-3m7r_1,MANY,0
MANY-3m7w_2,MANY,1
MANY-3m84_2,MANY,0
MANY-3m88_1,MANY,0
MANY-3m8k_1,MANY,0
MANY-3m8n_1,MANY,1
MANY-3m8u_1,MANY,0
MANY-3m9u_2,MANY,1
MANY-3m9y_1,MANY,1
MANY-3ma2_4,MANY,0
MANY-3ma3_1,MANY,0
MANY-3ma9_2,MANY,0
MANY-3maj_1,MANY,0
MANY-3mao_1,MANY,0
MANY-3maq_1,MANY,0
MANY-3mb2_15,MANY,1
MANY-3mb2_4,MANY,1
MANY-3mbf_1,MANY,1
MANY-3mbg_1,MANY,1
MANY-3mbh_3,MANY,1
MANY-3mbr_1,MANY,0
MANY-3mcn_1,MANY,0
MANY-3mcu_8,MANY,1
MANY-3mdo_1,MANY,1
MANY-3mdx_1,MANY,1
MANY-3me5_2,MANY,0
MANY-3me9_3,MANY,0
MANY-3mem_1,MANY,0
MANY-3meq_2,MANY,1
MANY-3mew_1,MANY,0
MANY-3mez_1,MANY,1
MANY-3mg3_2,MANY,0
MANY-3mgg_2,MANY,0
MANY-3mgx_2,MANY,0
MANY-3mhy_1,MANY,1
MANY-3mi7_1,MANY,1
MANY-3mi9_2,MANY,1
MANY-3mio_2,MANY,1
MANY-3mix_1,MANY,0
MANY-3miz_2,MANY,1
MANY-3mj6_1,MANY,0
MANY-3mk9_1,MANY,0
MANY-3mkd_2,MANY,0
MANY-3mmg_4,MANY,0
MANY-3mmt_2,MANY,1
MANY-3mmt_3,MANY,1
MANY-3mo8_1,MANY,0
MANY-3mpd_1,MANY,1
MANY-3mpi_4,MANY,1
MANY-3mpi_6,MANY,1
MANY-3mpp_1,MANY,0
MANY-3mq2_1,MANY,0
MANY-3mqp_2,MANY,0
MANY-3msu_3,MANY,0
MANY-3msw_1,MANY,0
